Datetime_hour,step,A/C Set Temperature__A-25,A/C Mode__A-25,A/C Fan Speed__A-25,A/C ON/OFF__A-25,A/C Set Temperature__A-26,A/C Mode__A-26,A/C Fan Speed__A-26,A/C ON/OFF__A-26,A/C Set Temperature__D-1南1,A/C Mode__D-1南1,A/C Fan Speed__D-1南1,A/C ON/OFF__D-1南1,A/C Set Temperature__D-2北1,A/C Mode__D-2北1,A/C Fan Speed__D-2北1,A/C ON/OFF__D-2北1,A/C Set Temperature__D-3南2,A/C Mode__D-3南2,A/C Fan Speed__D-3南2,A/C ON/OFF__D-3南2,A/C Set Temperature__D-4北2,A/C Mode__D-4北2,A/C Fan Speed__D-4北2,A/C ON/OFF__D-4北2,A/C Set Temperature__D-5南1,A/C Mode__D-5南1,A/C Fan Speed__D-5南1,A/C ON/OFF__D-5南1,A/C Set Temperature__D-6北1,A/C Mode__D-6北1,A/C Fan Speed__D-6北1,A/C ON/OFF__D-6北1,A/C Set Temperature__D-7南2,A/C Mode__D-7南2,A/C Fan Speed__D-7南2,A/C ON/OFF__D-7南2,A/C Set Temperature__D-8北2,A/C Mode__D-8北2,A/C Fan Speed__D-8北2,A/C ON/OFF__D-8北2,A/C Set Temperature__E-10南2,A/C Mode__E-10南2,A/C Fan Speed__E-10南2,A/C ON/OFF__E-10南2,A/C Set Temperature__E-11南3,A/C Mode__E-11南3,A/C Fan Speed__E-11南3,A/C ON/OFF__E-11南3,A/C Set Temperature__E-12南4,A/C Mode__E-12南4,A/C Fan Speed__E-12南4,A/C ON/OFF__E-12南4,A/C Set Temperature__E-13北1,A/C Mode__E-13北1,A/C Fan Speed__E-13北1,A/C ON/OFF__E-13北1,A/C Set Temperature__E-14北2,A/C Mode__E-14北2,A/C Fan Speed__E-14北2,A/C ON/OFF__E-14北2,A/C Set Temperature__E-15北3,A/C Mode__E-15北3,A/C Fan Speed__E-15北3,A/C ON/OFF__E-15北3,A/C Set Temperature__E-16北4,A/C Mode__E-16北4,A/C Fan Speed__E-16北4,A/C ON/OFF__E-16北4,A/C Set Temperature__E-17,A/C Mode__E-17,A/C Fan Speed__E-17,A/C ON/OFF__E-17,A/C Set Temperature__E-9南1,A/C Mode__E-9南1,A/C Fan Speed__E-9南1,A/C ON/OFF__E-9南1,A/C Set Temperature__F-18,A/C Mode__F-18,A/C Fan Speed__F-18,A/C ON/OFF__F-18,A/C Set Temperature__F-19,A/C Mode__F-19,A/C Fan Speed__F-19,A/C ON/OFF__F-19,A/C Set Temperature__F-20,A/C Mode__F-20,A/C Fan Speed__F-20,A/C ON/OFF__F-20,A/C Set Temperature__G-21,A/C Mode__G-21,A/C Fan Speed__G-21,A/C ON/OFF__G-21,A/C Set Temperature__G-22,A/C Mode__G-22,A/C Fan Speed__G-22,A/C ON/OFF__G-22,A/C Set Temperature__G-23,A/C Mode__G-23,A/C Fan Speed__G-23,A/C ON/OFF__G-23,A/C Set Temperature__G-24,A/C Mode__G-24,A/C Fan Speed__G-24,A/C ON/OFF__G-24,pred__total_kwh__41-1,pred__total_kwh__43-1,pred__total_kwh__43-2,pred__total_kwh__43-3,pred__total_kwh__43-4,pred__total_kwh__44-1,pred__total_kwh__44-2,pred__total_kwh__44-3,pred__total_kwh__44-4,pred__total_kwh__44-5,pred__total_kwh__44-6,pred__total_kwh__44-7,pred__total_kwh__44-8,pred__total_kwh__49-1,pred__total_kwh__49-2,pred__total_kwh__49-3,pred__total_kwh__49-4,pred__total_kwh__49-6,pred__total_kwh__49-7,pred__total_kwh__49-8,pred__total_kwh__49-9,pred__indoor_temp__A-25,pred__indoor_temp__A-26,pred__indoor_temp__D-1南1,pred__indoor_temp__D-2北1,pred__indoor_temp__D-3南2,pred__indoor_temp__D-4北2,pred__indoor_temp__D-5南1,pred__indoor_temp__D-6北1,pred__indoor_temp__D-7南2,pred__indoor_temp__D-8北2,pred__indoor_temp__E-10南2,pred__indoor_temp__E-11南3,pred__indoor_temp__E-12南4,pred__indoor_temp__E-13北1,pred__indoor_temp__E-14北2,pred__indoor_temp__E-15北3,pred__indoor_temp__E-16北4,pred__indoor_temp__E-17,pred__indoor_temp__E-9南1,pred__indoor_temp__F-18,pred__indoor_temp__F-19,pred__indoor_temp__F-20,pred__indoor_temp__G-21,pred__indoor_temp__G-22,pred__indoor_temp__G-23,pred__indoor_temp__G-24,reward,ret_so_far
2025-09-11 08:00:00,0,20.5,0,4,0,24.5,0,4,0,23,0,4,0,25.5,0,0,1,22.5,0,4,0,26.5,0,3,1,22.5,1,0,1,26,0,0,1,26.0,0,4,1,23.5,2,0,1,26.5,0,4,0,23.5,0,4,0,23.5,0,4,0,20,1,3,1,22,1,2,1,24.5,1,4,1,20.5,0,4,0,25.5,1,3,1,23.5,0,4,0,27.5,0,2,1,28.0,0,0,1,27.5,1,4,1,25.0,0,3,1,27.5,0,4,0,20.5,0,4,0,19.0,1,3,1,21448.422433035717,46168.26088169643,29676.832380022322,1328.8793073381696,26939.720982142855,15007.478655133928,3816.4358607700897,3203.5107945033483,3279.359444754464,36269.258544921875,3323.639090401786,727.6475449289594,3868.814522879464,4523.696847098214,15503.533307756697,57.0029296875,6208.967494419643,11628.635811941964,2631.2137974330353,2009.8389195033483,2071.840345110212,24.18051718839835,25.622148167519345,36.20393645195734,33.12642661730449,28.66279148279379,28.429546508051097,25.348521085012525,26.42490223475865,25.84707706315177,28.83089879297075,25.021653693475763,23.597568504394047,31.641317251956824,23.339308641345642,24.931280552394806,24.199156294997465,28.807690509728022,25.63486121949695,24.28903416981773,25.701332183111283,26.873655932290212,25.976590792338058,26.53341922925148,27.48040623448112,32.09010192986691,26.19666118456687,-3.919547570018673,-3.919547570018673
2025-09-11 09:00:00,1,20.5,0,4,0,24.5,0,4,0,23,0,4,0,25.5,0,0,1,22.5,0,4,0,26.5,0,3,1,22.5,1,0,1,26,0,0,1,26.0,0,4,1,23.5,2,2,1,26.5,0,4,0,23.5,0,4,0,23.5,0,4,0,20,1,3,1,22,1,2,1,24.5,1,4,1,20.5,0,4,0,25.5,1,3,1,23.5,0,4,0,27.5,0,2,1,28.0,0,0,1,27.5,1,4,1,25.0,0,3,1,27.5,0,4,0,26.0,0,4,0,19.0,1,3,1,11416.083705357145,42408.56459263393,26196.846784319197,1518.8133806501116,19621.025320870536,14122.794154575891,6110.0455976213725,4976.4530029296875,3707.4487653459823,29089.472150530135,3387.709054129464,767.6475449289594,4855.767473493303,-231.94656808035734,7834.098214285714,-168.62248883928567,3494.6409737723206,9852.045671735492,2792.524937220982,1640.1929931640625,2305.2045288085938,23.275264590333553,25.039570916266666,34.51752383368356,29.98066924867176,27.99210253854593,27.689109333923888,24.764355137234645,26.039440240178795,25.521937881197243,28.71447043475651,24.48743095748868,23.694855221766243,29.5589429822577,23.02955540124472,24.465560402533022,24.25084946406696,27.100790178104916,25.40229493921453,23.72222089561033,25.208481413977488,26.476572116216026,24.12907718476795,26.780776436710767,28.03016774427323,29.35465637429968,26.120001048959175,-3.459233592357025,-7.378781162375698
2025-09-11 10:00:00,2,20.5,0,4,0,26.0,0,4,0,23,0,4,0,25.5,0,0,1,22.5,0,4,0,26.5,2,3,1,28.0,1,0,1,26,0,0,1,19.0,0,4,1,25.0,2,3,1,26.5,0,4,0,23.5,0,4,0,23.5,0,4,0,20,1,3,1,22,1,2,1,24.5,0,3,1,20.5,0,4,0,25.5,0,4,0,23.5,0,4,0,23.5,0,4,0,23.5,0,0,1,27.5,0,4,1,22.5,1,0,1,27.5,0,4,0,26.0,0,4,0,23.0,1,3,1,222.14010184151783,29860.240373883928,20720.037379673548,1631.4653521946498,20312.441999162947,15558.745640345982,2464.5331682477677,4143.582275390625,2645.0364815848216,27656.533551897322,2638.359444754464,734.0761163575309,5275.833914620536,1403.9095982142858,4044.9881417410706,1408.2498671667915,3336.829136439732,7189.5704999651225,1648.7549525669642,1065.8140345982142,468.93549455915183,23.25744655018761,24.902204218364897,32.3379564058213,28.10435237203325,27.674345313438348,28.948458858898707,24.339630887621926,25.460673417363843,25.795665888559252,28.065097468239923,24.379807157433913,23.384377131730446,27.0710386822234,22.718611842110047,24.165693177805313,24.400432203239177,26.006742048057127,26.471746303560412,23.884590829089607,25.344021956125896,26.584636994770594,25.18747014091128,26.78906794956752,27.468540909176777,27.32541571117583,25.25152241182534,-3.276001399742575,-10.654782562118273
2025-09-11 11:00:00,3,24.0,0,4,0,26.0,0,4,0,23,0,4,0,25.5,0,0,1,22.5,0,4,0,26.5,2,4,1,28.0,0,0,1,26,1,0,1,19.0,0,4,1,25.0,0,4,0,26.5,0,4,0,24.5,0,4,0,24.0,0,4,0,20,1,3,1,22,1,2,1,24.5,0,3,1,20.5,1,1,1,25.5,0,4,0,23.5,0,4,0,23.5,0,4,0,23.5,0,0,1,27.5,0,4,1,22.5,1,0,1,27.5,0,4,0,26.0,0,4,0,23.0,1,3,1,2768.06591796875,14321.335379464286,20437.177734375,1384.9096112932477,11739.679478236607,14504.09326171875,2310.6556745256694,4767.968994140625,2266.5022321428573,29048.465218680245,1802.1271100725446,753.3618306432452,5340.833914620536,8669.56996372768,4839.142229352678,1726.6932024274554,4066.3924713134766,7224.83149937221,1669.6136256626673,901.1939697265625,912.0654209681919,22.859082706046827,25.2347396519277,30.791661637169973,26.820574317659656,27.21603752672672,30.325100739796955,24.22620038759141,25.597409310795012,26.046969612439476,26.485717021283648,24.718300489636214,22.88261689768209,25.665539968581424,22.2889611050164,24.016209876382504,24.346852688562304,24.843198347917365,27.22168093068259,23.962904452245475,25.59564753941127,26.597219467163086,25.21560469127837,25.695205251891895,26.77474689225614,25.942386484765386,24.010565349033897,-2.936751565138347,-13.591534127256619
2025-09-11 12:00:00,4,24.0,0,4,0,26.0,0,4,0,23,0,4,0,25.5,0,0,1,22.5,1,2,1,26.5,2,4,1,28.0,0,0,1,26,1,4,1,19.0,0,4,1,25.0,0,4,0,26.5,0,4,0,24.5,0,4,0,24.0,0,4,0,20,1,3,1,22,1,2,1,24.5,0,3,1,20.5,1,1,1,25.5,0,4,0,23.5,0,4,0,23.5,0,4,0,23.5,0,0,1,27.5,0,4,1,22.5,0,4,0,27.5,0,4,0,26.0,0,4,0,23.0,1,3,1,1828.8865966796875,12898.429827008928,23166.329729352678,1242.2018345424108,7225.812186104911,10913.116768973214,2377.8052804129466,5896.798932756697,2456.0228097098216,25389.45485142299,6379.146902901786,836.218973500388,5566.342599051339,11741.90806361607,5418.282156808035,1617.3685302734375,3462.2366943359375,7510.99152483259,1079.1839861188616,1173.071044921875,1147.9189235142298,22.543155068442932,25.09876801492848,29.885463748659404,26.41249029976981,27.25791800447873,30.656599589756556,24.302461788767857,25.62602138519287,25.861001207714992,25.6107729048956,24.90728389391135,22.49887662532526,24.39383506052422,22.04726000059219,23.982971812739518,24.149656102770848,23.873837664013816,27.08515837620863,24.37776604668918,26.16694518498012,26.27763329233442,25.142915657588414,25.260491582738375,26.051953813214322,25.166879484663795,23.614037930707394,-2.827106962756497,-16.418641090013114
2025-09-11 13:00:00,5,24.0,0,4,0,26.0,0,4,0,23,0,4,0,25.5,0,0,1,22.5,1,2,1,26.5,2,4,1,28.0,0,4,0,26,1,4,1,19.0,0,1,1,25.0,0,4,0,26.5,0,4,0,24.5,0,4,0,24.0,0,4,0,20,1,0,1,22,1,2,1,24.5,0,3,1,20.5,1,1,1,28.5,0,4,0,23.5,0,4,0,23.5,0,4,0,23.5,0,0,1,27.5,0,4,1,22.5,0,4,0,27.5,2,4,1,26.0,0,4,0,27.5,1,3,1,1667.0054931640625,11234.101841517859,23253.194963727678,1341.8083975655693,6927.787039620536,7164.106096540178,2555.0052315848216,7430.886579241072,3628.855643136161,26936.898193359375,11065.766741071428,774.0761163575309,6256.268136160714,11660.847935267857,5042.199497767857,1271.5489937918528,2913.2861328125,6624.862025669643,1872.805655343192,959.86277117048,1040.358277457101,22.322293858301073,25.173787004607068,29.158982589131313,26.138012006169276,27.10900537456785,31.183318739845642,24.24753206116813,25.568455395244417,25.622309083030338,24.944582842645193,24.973714204061597,22.50967076846531,23.900519575391495,22.005487226304552,23.539589484532677,23.862321342740746,23.338489861715406,27.332919160525005,24.663198437009545,26.6832602478209,26.41024943760463,25.111692360469274,25.273741426922022,25.214288397062393,24.60017833255586,22.82495716185797,-2.979079013126852,-19.397720103139967
2025-09-11 14:00:00,6,24.0,0,4,0,26.0,0,4,0,23,0,4,0,25.5,0,0,1,22.5,1,2,1,26.5,2,4,1,28.0,0,4,0,26,1,4,1,19.0,0,1,1,25.0,0,4,0,26.5,0,4,0,24.5,0,4,0,24.0,0,4,0,21,1,0,1,22,1,2,1,24.5,0,3,1,20.5,1,1,1,28.5,0,4,0,23.5,0,4,0,23.5,0,4,0,23.5,0,0,1,27.5,0,4,1,22.5,0,4,0,27.5,2,4,1,26.0,0,4,0,27.5,1,3,1,1824.8580322265625,14247.570521763391,25851.447893415178,1198.6715938023158,6915.347342354911,9018.018205915178,2618.625802176339,7386.641636439732,3669.6017020089284,25214.713762555803,13626.206612723214,784.7904020718166,6509.441685267857,11727.365652901786,6900.709439958845,2145.1346522739955,3245.089093889509,5979.135672433036,1502.94242640904,1015.1272256033761,605.44813646589,21.925472157342096,25.456378016120944,28.52891121024177,26.08235555035727,27.077889338845296,31.255778834933327,24.128743444170272,25.529639561971027,25.306670001574926,24.510030218533103,23.180039405822754,21.21660925093151,22.880687373025076,21.952093078976585,23.61125958533514,23.157267508052644,22.23332221167428,27.911018814359398,23.807422876358032,26.79469677380153,26.3398753347851,25.181034360613143,25.614039943331765,25.61245247295925,24.071150302886963,21.573548294249036,-3.0639761422511467,-22.461696245391114
2025-09-11 15:00:00,7,24.0,0,4,0,26.0,0,4,0,23,0,4,0,25.5,0,0,1,22.5,1,2,1,26.5,2,4,1,28.0,0,4,0,26,1,4,1,19.0,0,1,1,25.0,0,4,0,26.5,0,4,0,24.5,0,4,0,24.0,0,4,0,21,1,0,1,22,1,2,1,24.5,0,3,1,20.5,1,1,1,28.5,0,4,0,23.5,0,4,0,23.5,0,4,0,23.5,0,0,1,27.5,0,4,1,22.5,0,4,0,27.5,2,4,1,26.0,0,4,0,27.5,1,3,1,1666.8626360212054,10009.245326450891,23324.59005301339,1011.4023132324219,7798.628069196429,11310.536202566964,2766.798583984375,8169.25652204241,3875.315987723214,23098.34207589286,15372.942173549107,750.5046877861023,6615.974679129464,11106.357840401786,7088.030186244419,1328.384268624442,2838.767020089286,6002.648297991072,966.4952828543527,700.1114240373884,577.5199356079102,21.60842574210394,25.775701715832664,27.95108293919336,26.350817610820133,27.131751308838524,31.360793885730562,24.191979436647326,25.421783258517586,25.33715477443877,24.283239705221995,23.12407026043186,21.08550153150187,22.62100278763544,22.087579488754272,23.352824338070757,22.77056079819089,21.78434034240194,28.171426219341555,23.79262110165188,26.739274581273396,26.218937817074004,25.16070863178798,25.973346099967046,25.161129520052956,23.285725616273425,20.935257003420876,-3.140162298767258,-25.60185854415837
2025-09-11 16:00:00,8,24.0,0,4,0,26.0,0,4,0,23,0,4,0,25.5,0,0,1,22.5,1,2,1,26.5,2,4,1,28.0,0,4,0,26,1,4,1,19.0,0,1,1,25.0,0,4,0,26.5,0,4,0,24.5,0,4,0,24.0,0,4,0,20,1,0,1,22,1,2,1,24.5,0,3,1,20.5,1,1,1,28.5,0,4,0,23.5,0,4,0,23.5,0,4,0,23.5,0,0,1,27.5,0,4,1,22.5,0,4,0,27.5,2,4,1,26.0,0,4,0,27.5,1,3,1,1667.0054931640625,3750.3636997767862,21176.463727678572,1117.4838126046316,6870.849434988839,7966.307477678572,2910.216378348214,5779.814208984375,3839.709716796875,24789.005249023438,12697.202845982143,664.7904020718166,6571.68896484375,10780.10630580357,6828.613368443081,1671.7217843191966,3052.257638113839,5893.93798828125,1000.8655875069754,954.3883318219866,603.7102241516113,21.51242694400606,25.848112159993228,27.594957487923757,26.097020975181035,27.11841592334566,31.172233672369096,24.008036159333727,25.1394046332155,24.931113294192723,23.71695424261547,23.11990030606588,21.115741212027416,22.38896423294431,21.84409087044852,23.020768744604926,22.242499669392906,21.423229478654406,28.157527980350316,23.151958222616287,26.84447314625695,26.319090457189652,25.08375042960757,25.906393315884973,25.127983788081576,22.492178803398495,20.69930524908619,-3.1717533806768894,-28.77361192483526
2025-09-11 17:00:00,9,24.0,0,4,0,26.0,0,4,0,23,0,4,0,25.5,0,0,1,22.5,0,4,0,26.5,2,3,1,28.0,0,0,1,26,1,0,1,19.0,0,4,1,25.0,0,4,0,26.5,0,4,0,24.5,0,4,0,23.5,0,4,0,20,1,3,1,22,1,2,1,24.5,0,3,1,20.5,1,1,1,25.5,0,4,0,23.5,0,4,0,23.5,0,4,0,23.5,0,0,1,27.5,0,4,1,22.5,1,0,1,27.5,0,4,0,26.0,0,4,0,23.0,1,3,1,1975.327880859375,1605.5620814732138,21289.675711495536,1216.7117135184153,9501.759730747768,8751.737025669643,2854.5782645089284,7174.756522042411,3584.3781389508927,24882.30149623326,7651.569998604911,870.5046877861023,6750.974679129464,10102.80189732143,5558.784622192383,1597.7484043666295,3416.5832868303573,4497.536900111607,1093.2026890345983,991.7728881835938,591.4997024536133,21.18950653695441,26.048517019201665,27.295705329804196,25.926523023418017,26.490726577029342,31.572972933451336,24.33060406503223,25.031386091240815,24.831587904975525,23.36953863075801,23.04888071332659,21.164433808553785,21.959677230744138,21.630487067358835,22.63284076054891,22.466764450073242,21.40638756752014,28.03977428163801,22.863988569804597,26.996740046001616,26.288260505312962,24.900820164453414,25.15181059723809,24.953821385474434,22.221815586090088,20.406532287597656,-3.060130190607823,-31.833742115443084
